entidad,relacion,objetos,pregunta,respuestas,obtenido_de,respuestas_aliases
Maria Aguilar,Fecha de nacimiento,['2006-10-26'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Aguilar?,['2006-10-26'],['honduras'],[[]]
Maria Aracely Leiva,Fecha de nacimiento,['1967-06-23'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Aracely Leiva?,['1967-06-23'],['honduras'],[[]]
Maria Cervantes,Fecha de nacimiento,['2001-12-18'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Cervantes?,['2001-12-18'],['costa_rica'],[[]]
Maria Constanza Abente Benitez,Fecha de nacimiento,['1993-02-08'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Constanza Abente Benitez?,['1993-02-08'],['paraguay'],[[]]
Maria Fernanda Castillo Rojas,Fecha de nacimiento,['2000-02-28'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Fernanda Castillo Rojas?,['2000-02-28'],['costa_rica'],[[]]
Maria Garcia,Fecha de nacimiento,['2004-07-13'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Garcia?,['2004-07-13'],['panama'],[[]]
Maria Herrero,Fecha de nacimiento,['1983-01-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Herrero?,['1983-01-01'],['paraguay'],[[]]
Maria Joaquina Cruz Rojas,Fecha de nacimiento,['2003-07-29'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Joaquina Cruz Rojas?,['2003-07-29'],['nicaragua'],[[]]
Maria Jose Chaves Vasquez,Fecha de nacimiento,['1995-06-17'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Jose Chaves Vasquez?,['1995-06-17'],['costa_rica'],[[]]
Maria José Silva,Fecha de nacimiento,['1983-08-13'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria José Silva?,['1983-08-13'],['nicaragua'],[[]]
Maria Laura Villalobos Quesada,Fecha de nacimiento,['1998-07-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Laura Villalobos Quesada?,['1998-07-01'],['costa_rica'],[[]]
Maria Marte,Fecha de nacimiento,['1990-08-28'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Marte?,['1990-08-28'],['republica_dominicana'],[[]]
Maria Ortega,Fecha de nacimiento,['1970-11-08'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Ortega?,['1970-11-08'],['el_salvador'],[[]]
Maria Raquel Breve Cardona,Fecha de nacimiento,['1996-09-21'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Raquel Breve Cardona?,['1996-09-21'],['honduras'],[[]]
Maria Reiche,Fecha de nacimiento,['1903-05-15'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Reiche?,['1903-05-15'],['peru'],[[]]
Maria Rodriguez Barbosa,Fecha de nacimiento,['2000-01-20'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Rodriguez Barbosa?,['2000-01-20'],['costa_rica'],[[]]
Maria Schutzmeier,Fecha de nacimiento,['1999-10-29'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Schutzmeier?,['1999-10-29'],['nicaragua'],[[]]
Maria Sol Flecha Noguera,Fecha de nacimiento,['1998-11-13'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Sol Flecha Noguera?,['1998-11-13'],['paraguay'],[[]]
Maria Tapia,Fecha de nacimiento,['2010-04-08'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Tapia?,['2010-04-08'],['republica_dominicana'],[[]]
Maria Veronica Benitez Sienra,Fecha de nacimiento,['1992-10-03'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria Veronica Benitez Sienra?,['1992-10-03'],['paraguay'],[[]]
Maria-Rosa Rodriguez,Fecha de nacimiento,['1942-11-07'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maria-Rosa Rodriguez?,['1942-11-07'],['ecuador'],[[]]
Mariaesthela Vilera,Fecha de nacimiento,['1988-12-26'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariaesthela Vilera?,['1988-12-26'],['venezuela'],[[]]
Marian Nicole Gomez Ortiz,Fecha de nacimiento,['1993-10-17'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Marian Nicole Gomez Ortiz?,['1993-10-17'],['honduras'],[[]]
Mariana Bayón,Fecha de nacimiento,['1991-02-14'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariana Bayón?,['1991-02-14'],['mexico'],[[]]
Mariana Benavides,Fecha de nacimiento,['1994-12-26'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariana Benavides?,['1994-12-26'],['costa_rica'],[[]]
Mariana Cubero,Fecha de nacimiento,['2004-03-22'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariana Cubero?,['2004-03-22'],['costa_rica'],[[]]
Mariana Duque Mariño,Fecha de nacimiento,['1989-08-12'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariana Duque Mariño?,['1989-08-12'],['colombia'],[[]]
Mariana Fabbiani,Fecha de nacimiento,['1975-01-08'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariana Fabbiani?,['1975-01-08'],['argentina'],[[]]
Mariana Rondón,Fecha de nacimiento,['1966-05-08'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariana Rondón?,['1966-05-08'],['venezuela'],[[]]
Mariana Vega,Fecha de nacimiento,['1985-02-11'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariana Vega?,['1985-02-11'],['venezuela'],[[]]
Mariana de Gonich,Fecha de nacimiento,['1900-02-05'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariana de Gonich?,['1900-02-05'],['cuba'],[[]]
Mariana de Jesús,Fecha de nacimiento,['1618-10-31'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariana de Jesús?,['1618-10-31'],['ecuador'],[[]]
Marianela Corriols,Fecha de nacimiento,['1965-09-12'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Marianela Corriols?,['1965-09-12'],['nicaragua'],[[]]
Marianela Lacayo,Fecha de nacimiento,['1981-03-20'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Marianela Lacayo?,['1981-03-20'],['nicaragua'],[[]]
Marianela Pinales,Fecha de nacimiento,['1972-01-09'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Marianela Pinales?,['1972-01-09'],['republica_dominicana'],[[]]
Marianella García Villas,Fecha de nacimiento,['1948-08-07'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Marianella García Villas?,['1948-08-07'],['el_salvador'],[[]]
Mariangel Concha,Fecha de nacimiento,['2004-04-20'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariangel Concha?,['2004-04-20'],['panama'],[[]]
Marianne Cruz,Fecha de nacimiento,['1985-04-23'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Marianne Cruz?,['1985-04-23'],['republica_dominicana'],[[]]
Mariano Acevedo,Fecha de nacimiento,['1983-01-09'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Acevedo?,['1983-01-09'],['honduras'],[[]]
Mariano Acha,Fecha de nacimiento,['1799-11-11'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Acha?,['1799-11-11'],['argentina'],[[]]
Mariano Andújar,Fecha de nacimiento,['1983-07-30'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Andújar?,['1983-07-30'],['argentina'],[[]]
Mariano Antonio Sánchez Cabrera,Fecha de nacimiento,['2000-01-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Antonio Sánchez Cabrera?,['2000-01-01'],['guatemala'],[[]]
Mariano Azuela,Fecha de nacimiento,['1873-01-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Azuela?,['1873-01-01'],['mexico'],[[]]
Mariano Castro Morán,Fecha de nacimiento,['1920-10-07'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Castro Morán?,['1920-10-07'],['el_salvador'],[[]]
Mariano Dubón,Fecha de nacimiento,['1862-03-12'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Dubón?,['1862-03-12'],['nicaragua'],[[]]
Mariano Duncan,Fecha de nacimiento,['1963-03-13'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Duncan?,['1963-03-13'],['republica_dominicana'],[[]]
Mariano Egaña,Fecha de nacimiento,['1793-03-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Egaña?,['1793-03-01'],['chile'],[[]]
Mariano Etkin,Fecha de nacimiento,['1943-11-05'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Etkin?,['1943-11-05'],['argentina'],[[]]
Mariano Fagoaga,Fecha de nacimiento,['1767-01-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Fagoaga?,['1767-01-01'],['el_salvador'],[[]]
Mariano Fiallos Oyanguren,Fecha de nacimiento,['1933-06-28'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Fiallos Oyanguren?,['1933-06-28'],['nicaragua'],[[]]
Mariano Godoy,Fecha de nacimiento,['1950-10-17'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Godoy?,['1950-10-17'],['honduras'],[[]]
Mariano Gálvez,Fecha de nacimiento,['1790-01-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Gálvez?,['1790-01-01'],['guatemala'],[[]]
Mariano José Parra Sandoval,Fecha de nacimiento,['1947-04-25'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano José Parra Sandoval?,['1947-04-25'],['venezuela'],[[]]
Mariano Latorre,Fecha de nacimiento,['1886-01-04'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Latorre?,['1886-01-04'],['chile'],[[]]
Mariano Ospina Pérez,Fecha de nacimiento,['1891-11-24'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Ospina Pérez?,['1891-11-24'],['colombia'],[[]]
Mariano Pacheco Herrarte,Fecha de nacimiento,['1878-01-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Pacheco Herrarte?,['1878-01-01'],['guatemala'],[[]]
Mariano Pagés,Fecha de nacimiento,['1922-01-06'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Pagés?,['1922-01-06'],['argentina'],[[]]
Mariano Paredes y Arrillaga,Fecha de nacimiento,['1797-01-07'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Paredes y Arrillaga?,['1797-01-07'],['mexico'],[[]]
Mariano Pernía,Fecha de nacimiento,['1977-05-04'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Pernía?,['1977-05-04'],['argentina'],[[]]
Mariano Pesoa,Fecha de nacimiento,['1952-04-30'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Pesoa?,['1952-04-30'],['paraguay'],[[]]
Mariano Prado,Fecha de nacimiento,['1776-01-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Prado?,['1776-01-01'],['nicaragua'],[[]]
Mariano Rivera Paz,Fecha de nacimiento,['1804-12-24'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Rivera Paz?,['1804-12-24'],['guatemala'],[[]]
Mariano Suárez Veintimilla,Fecha de nacimiento,['1897-06-08'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Suárez Veintimilla?,['1897-06-08'],['ecuador'],[[]]
Mariano Torres,Fecha de nacimiento,['1987-05-19'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariano Torres?,['1987-05-19'],['argentina'],[[]]
Mariasela Álvarez,Fecha de nacimiento,['1960-01-31'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariasela Álvarez?,['1960-01-31'],['republica_dominicana'],[[]]
Maribel Arrieta Gálvez,Fecha de nacimiento,['1934-08-22'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maribel Arrieta Gálvez?,['1934-08-22'],['el_salvador'],[[]]
Maribel Domínguez,Fecha de nacimiento,['1978-11-18'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maribel Domínguez?,['1978-11-18'],['mexico'],[[]]
Mariblanca Armenteros,Fecha de nacimiento,['2000-01-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariblanca Armenteros?,['2000-01-01'],['cuba'],[[]]
Maricella González,Fecha de nacimiento,['1968-12-08'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maricella González?,['1968-12-08'],['colombia'],[[]]
Maricely González,Fecha de nacimiento,['1988-02-28'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maricely González?,['1988-02-28'],['panama'],[[]]
Maridalia Hernández,Fecha de nacimiento,['1959-08-19'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Maridalia Hernández?,['1959-08-19'],['republica_dominicana'],[[]]
Marie Langer,Fecha de nacimiento,['1910-08-31'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Marie Langer?,['1910-08-31'],['argentina'],[[]]
Marie-Andrée Lessard,Fecha de nacimiento,['1977-12-06'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Marie-Andrée Lessard?,['1977-12-06'],['guatemala'],[[]]
Mariela SR Coline Fanon,Fecha de nacimiento,['1986-01-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mariela SR Coline Fanon?,['1986-01-01'],['guatemala'],[[]]
Marilyn Monroe,Fecha de nacimiento,['1926-06-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Marilyn Monroe?,['1926-06-01'],['usa'],[[]]
Marin José Guimaraens,Fecha de nacimiento,['1987-02-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Marin José Guimaraens?,['1987-02-01'],['paraguay'],[[]]
Marina Arrate,Fecha de nacimiento,['1957-02-14'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Marina Arrate?,['1957-02-14'],['chile'],[[]]
Marina Cárdenas,Fecha de nacimiento,['1946-12-26'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Marina Cárdenas?,['1946-12-26'],['nicaragua'],[[]]
Mario Acevedo,Fecha de nacimiento,['1969-02-15'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Acevedo?,['1969-02-15'],['guatemala'],[[]]
Mario Alberto Gallegos,Fecha de nacimiento,['1988-04-15'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Alberto Gallegos?,['1988-04-15'],['mexico'],[[]]
Mario Alberto Molina Palma,Fecha de nacimiento,['1948-10-13'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Alberto Molina Palma?,['1948-10-13'],['panama'],[[]]
Mario Alberto Yepes Díaz,Fecha de nacimiento,['1976-01-13'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Alberto Yepes Díaz?,['1976-01-13'],['colombia'],[[]]
Mario Alexander Barahona Martínez,Fecha de nacimiento,['1976-10-03'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Alexander Barahona Martínez?,['1976-10-03'],['honduras'],[[]]
Mario Alonso Pérez López,Fecha de nacimiento,['1975-07-13'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Alonso Pérez López?,['1975-07-13'],['honduras'],[[]]
Mario Arce Solórzano,Fecha de nacimiento,"['1953-01-01', '1953-10-22']",Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Arce Solórzano?,"['1953-01-01', '1953-10-22']","['nicaragua', 'nicaragua']","[[], []]"
Mario Arnaldo Gómez,Fecha de nacimiento,['1981-08-12'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Arnaldo Gómez?,['1981-08-12'],['honduras'],[[]]
Mario Artica,Fecha de nacimiento,['http://www.wikidata.org/.well-known/genid/4616af924c6fe9597d035a7407198c39'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Artica?,['http://www.wikidata.org/.well-known/genid/4616af924c6fe9597d035a7407198c39'],['honduras'],[[]]
Mario Arturo Acosta Chaparro,Fecha de nacimiento,['1942-01-19'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Arturo Acosta Chaparro?,['1942-01-19'],['mexico'],[[]]
Mario Beata,Fecha de nacimiento,['1974-10-17'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Beata?,['1974-10-17'],['honduras'],[[]]
Mario Benjamín Menéndez,Fecha de nacimiento,['1930-04-03'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Benjamín Menéndez?,['1930-04-03'],['argentina'],[[]]
Mario Butler,Fecha de nacimiento,['1957-01-15'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Butler?,['1957-01-15'],['panama'],[[]]
Mario Búcaro,Fecha de nacimiento,['1977-05-05'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Búcaro?,['1977-05-05'],['guatemala'],[[]]
Mario Canahuati,Fecha de nacimiento,['1955-09-12'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Canahuati?,['1955-09-12'],['honduras'],[[]]
Mario Castillo,Fecha de nacimiento,"['1951-10-30', '1951-10-31']",Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Castillo?,"['1951-10-30', '1951-10-31']","['el_salvador', 'el_salvador']","[[], []]"
Mario Chirinos,Fecha de nacimiento,['1978-07-29'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Chirinos?,['1978-07-29'],['honduras'],[[]]
Mario Chávez,Fecha de nacimiento,['1989-06-02'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Chávez?,['1989-06-02'],['honduras'],[[]]
Mario Cimarro,Fecha de nacimiento,['1971-06-01'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Cimarro?,['1971-06-01'],['cuba'],[[]]
Mario Conejo Maldonado,Fecha de nacimiento,['1959-06-25'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Conejo Maldonado?,['1959-06-25'],['ecuador'],[[]]
Mario Contreras Contreras,Fecha de nacimiento,['1987-05-22'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Contreras Contreras?,['1987-05-22'],['el_salvador'],[[]]
Mario Cornejo,Fecha de nacimiento,['1927-10-19'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Cornejo?,['1927-10-19'],['peru'],[[]]
Mario Cuba,Fecha de nacimiento,['1992-12-09'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Cuba?,['1992-12-09'],['peru'],[[]]
Mario César Ramírez,Fecha de nacimiento,['1965-05-25'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario César Ramírez?,['1965-05-25'],['paraguay'],[[]]
Mario César Rodríguez,Fecha de nacimiento,['1975-07-31'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario César Rodríguez?,['1975-07-31'],['honduras'],[[]]
Mario Dary Rivera,Fecha de nacimiento,['1928-02-21'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Dary Rivera?,['1928-02-21'],['el_salvador'],[[]]
Mario David García Velásquez,Fecha de nacimiento,['1946-06-13'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario David García Velásquez?,['1946-06-13'],['guatemala'],[[]]
Mario Davidovsky,Fecha de nacimiento,['1934-03-04'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Davidovsky?,['1934-03-04'],['argentina'],[[]]
Mario Edgardo Segura,Fecha de nacimiento,['1966-10-07'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Edgardo Segura?,['1966-10-07'],['honduras'],[[]]
Mario Enrique Ríos Montt,Fecha de nacimiento,['1932-03-17'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Enrique Ríos Montt?,['1932-03-17'],['guatemala'],[[]]
Mario Estrada,Fecha de nacimiento,['1950-06-19'],Contesta la siguiente pregunta: ¿Cuál es la fecha de nacimiento de Mario Estrada?,['1950-06-19'],['guatemala'],[[]]
